,iso_code,location,date,new_cases_smoothed_per_million,new_deaths,population,new_deaths_smoothed_per_million,new_tests_smoothed_per_thousand,tests_per_case,reproduction_rate,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces,new_deaths_per_million
71026,PAK,Pakistan,2021-06-06,7.978,58.0,225199929.0,0.345,0.225,28.2,0.73,23.714,57.0,-1.857,34.714,26.143,6.714,0.2575489266695106
71027,PAK,Pakistan,2021-06-07,7.732,53.0,225199929.0,0.334,0.223,28.8,0.73,24.857,58.429,-2.143,36.0,27.143,7.143,0.23534643299110455
71028,PAK,Pakistan,2021-06-08,7.272,77.0,225199929.0,0.332,0.222,30.6,0.72,25.0,58.143,-2.286,36.286,27.286,7.714,0.34191840264745377
71029,PAK,Pakistan,2021-06-09,6.812,76.0,225199929.0,0.322,0.22,32.3,0.71,25.143,57.857,-2.429,36.429,27.571,8.286,0.33747790391177257
71030,PAK,Pakistan,2021-06-10,6.438,47.0,225199929.0,0.299,0.214,33.3,0.71,25.0,57.286,-2.714,36.429,27.286,9.0,0.20870344057701723
71031,PAK,Pakistan,2021-06-11,5.976,57.0,225199929.0,0.282,0.206,34.5,0.72,25.143,57.0,-2.857,36.429,27.429,9.429,0.25310842793382937
71032,PAK,Pakistan,2021-06-12,5.728,56.0,225199929.0,0.269,0.197,34.4,0.73,25.571,57.0,-3.143,36.429,27.429,10.0,0.24866792919814817
71033,PAK,Pakistan,2021-06-13,5.429,34.0,225199929.0,0.254,0.187,34.4,0.73,25.857,56.714,-3.429,36.286,28.0,9.857,0.1509769570131614
71034,PAK,Pakistan,2021-06-14,5.084,59.0,225199929.0,0.258,0.18,35.5,0.74,25.857,56.429,-3.571,36.143,28.286,10.0,0.2619894254051918
71035,PAK,Pakistan,2021-06-15,5.033,46.0,225199929.0,0.238,0.173,34.3,0.75,25.714,56.0,-3.714,35.714,28.286,10.0,0.20426294184133603
71036,PAK,Pakistan,2021-06-16,4.916,46.0,225199929.0,0.219,0.172,34.9,0.76,25.429,55.286,-3.857,35.286,28.0,9.857,0.20426294184133603
71037,PAK,Pakistan,2021-06-17,4.751,39.0,225199929.0,0.214,0.169,35.5,0.77,24.857,54.429,-4.0,34.714,27.857,9.286,0.1731794506915675
71038,PAK,Pakistan,2021-06-18,4.623,27.0,225199929.0,0.195,0.178,38.5,0.79,24.571,54.0,-4.286,34.143,27.429,9.286,0.11989346586339288
71039,PAK,Pakistan,2021-06-19,3.837,0.0,225199929.0,0.159,0.185,48.1,0.8,24.857,54.0,-4.429,33.857,27.286,10.0,0.0
71040,PAK,Pakistan,2021-06-20,4.432,67.0,225199929.0,0.18,0.188,42.3,0.85,23.857,52.429,-4.429,32.571,26.143,9.143,0.29751341529064157
71041,PAK,Pakistan,2021-06-21,4.321,27.0,225199929.0,0.16,0.185,42.8,0.86,22.571,50.571,-4.429,31.143,25.143,8.571,0.11989346586339288
71042,PAK,Pakistan,2021-06-22,4.252,39.0,225199929.0,0.155,0.187,44.0,0.88,21.571,49.286,-4.429,30.143,24.429,8.143,0.1731794506915675
71043,PAK,Pakistan,2021-06-23,4.238,35.0,225199929.0,0.148,0.189,44.7,0.89,20.714,48.286,-4.286,29.143,23.857,7.857,0.1554174557488426
71044,PAK,Pakistan,2021-06-24,4.238,44.0,225199929.0,0.152,0.195,46.0,0.91,20.571,47.857,-4.143,28.429,23.429,8.0,0.19538194436997358
71045,PAK,Pakistan,2021-06-25,4.202,36.0,225199929.0,0.157,0.189,45.1,0.92,20.571,47.571,-4.0,27.714,22.857,8.286,0.15985795448452383
71046,PAK,Pakistan,2021-06-26,4.774,23.0,225199929.0,0.172,0.19,39.8,0.94,21.286,48.143,-4.0,27.857,23.143,8.857,0.10213147092066802
71047,PAK,Pakistan,2021-06-27,4.112,20.0,225199929.0,0.142,0.192,46.7,0.96,22.0,49.0,-3.857,28.286,23.714,9.714,0.08880997471362435
71048,PAK,Pakistan,2021-06-28,4.158,23.0,225199929.0,0.14,0.198,47.7,0.99,22.571,49.429,-3.857,28.429,24.0,10.429,0.10213147092066802
71049,PAK,Pakistan,2021-06-29,4.189,27.0,225199929.0,0.132,0.2,47.6,1.02,22.571,49.286,-3.857,28.143,23.714,10.857,0.11989346586339288
71050,PAK,Pakistan,2021-06-30,4.151,40.0,225199929.0,0.135,0.197,47.6,1.06,22.857,49.429,-4.143,28.0,23.571,11.286,0.1776199494272487
71051,PAK,Pakistan,2021-07-01,4.3,24.0,225199929.0,0.122,0.197,45.9,1.1,23.429,50.143,-4.143,28.286,23.714,11.286,0.10657196965634923
71052,PAK,Pakistan,2021-07-02,4.595,34.0,225199929.0,0.121,0.198,43.1,1.13,24.571,52.0,-4.143,29.429,24.714,11.571,0.1509769570131614
71053,PAK,Pakistan,2021-07-03,4.802,29.0,225199929.0,0.125,0.199,41.4,1.15,25.714,53.714,-4.143,30.429,25.571,11.571,0.1287744633347553
71054,PAK,Pakistan,2021-07-04,5.077,19.0,225199929.0,0.124,0.201,39.6,1.17,26.571,55.0,-4.143,31.286,26.0,11.857,0.08436947597794314
71055,PAK,Pakistan,2021-07-05,5.137,25.0,225199929.0,0.126,0.201,39.2,1.19,28.286,57.286,-4.143,32.857,27.143,12.143,0.11101246839203044
71056,PAK,Pakistan,2021-07-06,5.478,17.0,225199929.0,0.119,0.199,36.3,1.22,30.286,59.857,-4.143,34.714,28.571,12.571,0.0754884785065807
71057,PAK,Pakistan,2021-07-07,5.852,24.0,225199929.0,0.109,0.202,34.5,1.25,32.0,62.0,-3.857,36.286,30.0,12.857,0.10657196965634923
71058,PAK,Pakistan,2021-07-08,6.211,27.0,225199929.0,0.111,0.204,32.8,1.27,32.857,63.0,-3.857,37.286,30.857,13.286,0.11989346586339288
71059,PAK,Pakistan,2021-07-09,6.482,35.0,225199929.0,0.112,0.205,31.6,1.28,33.571,63.571,-3.857,37.714,31.429,13.429,0.1554174557488426
71060,PAK,Pakistan,2021-07-10,6.96,27.0,225199929.0,0.11,0.205,29.5,1.29,33.857,63.571,-3.857,37.857,31.429,13.571,0.11989346586339288
71061,PAK,Pakistan,2021-07-11,7.252,15.0,225199929.0,0.108,0.205,28.3,1.29,34.143,64.0,-3.857,38.143,31.714,13.857,0.06660748103521826
71062,PAK,Pakistan,2021-07-12,7.851,21.0,225199929.0,0.105,0.207,26.3,1.29,33.286,62.714,-3.571,37.286,31.286,12.571,0.09325047344930557
71063,PAK,Pakistan,2021-07-13,8.145,24.0,225199929.0,0.11,0.214,26.2,1.3,33.571,63.0,-3.571,37.714,31.571,12.286,0.10657196965634923
71064,PAK,Pakistan,2021-07-14,8.728,47.0,225199929.0,0.124,0.214,24.6,1.3,33.714,63.143,-3.571,37.857,31.429,12.0,0.20870344057701723
71065,PAK,Pakistan,2021-07-15,9.035,31.0,225199929.0,0.127,0.214,23.7,1.3,34.0,63.429,-3.571,38.143,31.286,12.0,0.13765546080611776
71066,PAK,Pakistan,2021-07-16,9.746,40.0,225199929.0,0.13,0.207,21.2,1.29,34.0,64.0,-3.571,39.0,31.0,12.0,0.1776199494272487
71067,PAK,Pakistan,2021-07-17,10.144,21.0,225199929.0,0.126,0.214,21.1,1.27,33.857,64.571,-3.571,40.143,30.571,12.0,0.09325047344930557
71068,PAK,Pakistan,2021-07-18,10.553,30.0,225199929.0,0.136,0.214,20.3,1.25,33.857,65.429,-3.571,41.286,29.857,13.0,0.1332149620704365
71069,PAK,Pakistan,2021-07-19,10.787,37.0,225199929.0,0.146,0.213,19.7,1.23,36.714,70.0,-3.714,44.714,31.429,11.857,0.16429845322020503
71070,PAK,Pakistan,2021-07-20,11.167,40.0,225199929.0,0.156,0.211,18.9,1.22,38.714,74.714,-2.571,46.857,32.714,3.0,0.1776199494272487
71071,PAK,Pakistan,2021-07-21,10.922,40.0,225199929.0,0.152,0.202,18.5,1.21,32.571,66.429,-1.286,40.857,33.0,-10.0,0.1776199494272487
71072,PAK,Pakistan,2021-07-22,10.35,11.0,225199929.0,0.139,0.192,18.5,1.21,27.143,58.286,0.286,36.143,33.286,-22.857,0.048845486092493395
71073,PAK,Pakistan,2021-07-23,8.479,0.0,225199929.0,0.114,0.189,22.3,1.24,24.0,52.429,1.143,33.429,34.429,-31.143,0.0
71074,PAK,Pakistan,2021-07-24,9.781,77.0,225199929.0,0.149,0.181,18.5,1.33,21.286,47.571,1.714,31.0,34.571,-36.571,0.34191840264745377
71075,PAK,Pakistan,2021-07-25,10.606,32.0,225199929.0,0.15,0.179,16.8,1.36,19.286,43.571,1.714,30.143,34.429,-40.0,0.14209595954179896
71076,PAK,Pakistan,2021-07-26,11.314,39.0,225199929.0,0.152,0.179,15.8,1.37,15.571,38.143,1.857,27.571,33.0,-39.0,0.1731794506915675
71077,PAK,Pakistan,2021-07-27,12.291,46.0,225199929.0,0.155,0.179,14.6,1.38,12.143,31.714,1.0,25.143,31.571,-31.0,0.20426294184133603
71078,PAK,Pakistan,2021-07-28,13.775,76.0,225199929.0,0.178,0.194,14.1,1.37,16.714,38.286,0.0,30.571,31.143,-18.714,0.33747790391177257
71079,PAK,Pakistan,2021-07-29,15.749,86.0,225199929.0,0.226,0.208,13.2,1.36,21.143,45.429,-1.286,34.714,31.0,-6.571,0.3818828912685847
71080,PAK,Pakistan,2021-07-30,18.889,65.0,225199929.0,0.267,0.223,11.8,1.35,22.857,49.286,-1.857,36.0,29.857,0.714,0.2886324178192792
71081,PAK,Pakistan,2021-07-31,19.121,62.0,225199929.0,0.258,0.23,12.0,1.31,23.286,51.286,-1.857,36.286,29.143,5.143,0.2753109216122355
71082,PAK,Pakistan,2021-08-01,19.823,40.0,225199929.0,0.263,0.236,11.9,1.28,23.714,53.286,-1.571,35.286,28.714,6.857,0.1776199494272487
71083,PAK,Pakistan,2021-08-02,20.026,67.0,225199929.0,0.28,0.242,12.1,1.25,23.429,53.429,-1.429,34.143,28.143,7.286,0.29751341529064157
71084,PAK,Pakistan,2021-08-03,20.409,46.0,225199929.0,0.28,0.249,12.2,1.22,22.857,53.143,-1.286,33.286,27.571,7.286,0.20426294184133603
71085,PAK,Pakistan,2021-08-04,21.147,60.0,225199929.0,0.27,0.25,11.8,1.2,22.857,53.571,-1.286,33.143,27.571,7.286,0.266429924140873
71086,PAK,Pakistan,2021-08-05,21.279,67.0,225199929.0,0.258,0.252,11.8,1.17,22.143,53.0,-1.286,32.714,27.143,7.143,0.29751341529064157
71087,PAK,Pakistan,2021-08-06,21.133,95.0,225199929.0,0.277,0.253,12.0,1.14,22.143,53.0,-1.286,32.571,27.0,7.143,0.42184737988971566
71088,PAK,Pakistan,2021-08-07,20.771,68.0,225199929.0,0.281,0.255,12.3,1.11,21.714,52.714,-1.286,32.429,27.143,6.286,0.3019539140263228
71089,PAK,Pakistan,2021-08-08,20.252,53.0,225199929.0,0.289,0.254,12.6,1.09,22.0,52.714,-1.429,32.286,27.714,6.143,0.23534643299110455
71090,PAK,Pakistan,2021-08-09,20.443,86.0,225199929.0,0.301,0.253,12.4,1.07,23.857,54.857,-1.714,33.143,28.714,6.857,0.3818828912685847
71091,PAK,Pakistan,2021-08-10,20.528,81.0,225199929.0,0.324,0.249,12.1,1.06,25.714,56.857,-2.0,33.857,29.571,7.429,0.3596803975901786
71092,PAK,Pakistan,2021-08-11,20.067,102.0,225199929.0,0.35,0.253,12.6,1.04,27.143,58.286,-2.286,34.429,30.0,8.286,0.4529308710394842
71093,PAK,Pakistan,2021-08-12,19.987,79.0,225199929.0,0.358,0.253,12.7,1.02,29.0,60.286,-2.429,35.429,30.714,9.143,0.3507994001188162
71094,PAK,Pakistan,2021-08-13,20.029,73.0,225199929.0,0.344,0.253,12.6,1.0,30.429,61.857,-2.714,37.571,32.571,9.714,0.32415640770472887
71095,PAK,Pakistan,2021-08-14,19.557,67.0,225199929.0,0.343,0.254,13.0,0.98,31.0,60.429,-2.0,36.857,36.0,2.857,0.29751341529064157
71096,PAK,Pakistan,2021-08-15,19.322,72.0,225199929.0,0.355,0.252,13.1,0.97,31.143,60.286,-1.857,37.0,36.571,3.0,0.31971590896904767
71097,PAK,Pakistan,2021-08-16,18.901,95.0,225199929.0,0.361,0.251,13.3,0.96,30.143,58.714,-1.714,36.143,35.857,2.571,0.42184737988971566
71098,PAK,Pakistan,2021-08-17,18.342,66.0,225199929.0,0.351,0.253,13.8,0.96,29.143,57.286,-1.714,37.143,35.429,1.571,0.29307291655496037
71099,PAK,Pakistan,2021-08-18,17.986,74.0,225199929.0,0.334,0.248,13.8,0.95,23.0,50.286,0.286,32.286,32.0,-8.286,0.32859690644041006
71100,PAK,Pakistan,2021-08-19,17.111,70.0,225199929.0,0.328,0.246,14.4,0.95,13.286,38.143,2.857,22.857,26.286,-20.857,0.3108349114976852
71101,PAK,Pakistan,2021-08-20,16.031,65.0,225199929.0,0.323,0.241,15.0,0.95,11.143,35.429,3.143,19.857,23.571,-21.857,0.2886324178192792
71102,PAK,Pakistan,2021-08-21,16.114,75.0,225199929.0,0.328,0.238,14.8,0.96,11.286,37.429,2.286,20.429,20.143,-14.429,0.3330374051760914
71103,PAK,Pakistan,2021-08-22,16.179,80.0,225199929.0,0.333,0.239,14.8,0.98,11.286,37.286,2.286,20.857,19.714,-14.0,0.3552398988544974
71104,PAK,Pakistan,2021-08-23,16.721,91.0,225199929.0,0.33,0.24,14.4,0.99,11.714,37.714,2.286,21.286,19.714,-13.286,0.4040853849469908
71105,PAK,Pakistan,2021-08-24,16.864,126.0,225199929.0,0.369,0.245,14.6,0.99,12.0,37.714,2.429,19.571,19.286,-11.857,0.5595028406958334
71106,PAK,Pakistan,2021-08-25,16.978,100.0,225199929.0,0.385,0.247,14.6,0.99,17.571,43.571,0.571,23.714,22.143,-1.857,0.44404987356812176
71107,PAK,Pakistan,2021-08-26,17.416,95.0,225199929.0,0.401,0.251,14.4,0.99,26.714,54.429,-2.0,32.286,27.286,10.714,0.42184737988971566
71108,PAK,Pakistan,2021-08-27,18.144,120.0,225199929.0,0.436,0.257,14.2,0.99,27.857,55.429,-2.143,33.143,27.857,12.0,0.532859848281746
71109,PAK,Pakistan,2021-08-28,18.186,69.0,225199929.0,0.432,0.264,14.5,0.98,28.429,55.857,-2.286,33.286,28.143,12.571,0.306394412762004
71110,PAK,Pakistan,2021-08-29,18.204,66.0,225199929.0,0.423,0.27,14.8,0.98,28.857,56.286,-2.286,32.571,28.286,12.429,0.29307291655496037
71111,PAK,Pakistan,2021-08-30,18.054,118.0,225199929.0,0.44,0.271,15.0,0.98,29.143,56.286,-2.429,32.286,28.286,12.571,0.5239788508103836
71112,PAK,Pakistan,2021-08-31,17.654,101.0,225199929.0,0.424,0.266,15.1,0.97,29.714,57.143,-2.571,32.429,28.429,12.857,0.44849037230380295
71113,PAK,Pakistan,2021-09-01,17.347,89.0,225199929.0,0.417,0.261,15.1,0.96,30.286,58.0,-2.714,33.0,28.714,13.143,0.3952043874756284
71114,PAK,Pakistan,2021-09-02,17.278,57.0,225199929.0,0.393,0.262,15.1,0.96,30.857,59.143,-2.714,33.429,28.714,13.571,0.25310842793382937
71115,PAK,Pakistan,2021-09-03,14.594,0.0,225199929.0,0.317,0.261,17.9,0.96,31.0,59.714,-2.571,33.857,28.429,13.571,0.0
71116,PAK,Pakistan,2021-09-04,17.016,140.0,225199929.0,0.362,0.26,15.3,1.0,30.571,59.429,-2.286,33.714,27.714,13.0,0.6216698229953704
71117,PAK,Pakistan,2021-09-05,16.897,57.0,225199929.0,0.357,0.257,15.2,0.99,30.857,60.0,-2.286,33.571,27.429,12.714,0.25310842793382937
71118,PAK,Pakistan,2021-09-06,16.566,98.0,225199929.0,0.344,0.258,15.6,0.97,31.286,60.714,-2.143,33.143,27.429,11.857,0.4351688760967593
71119,PAK,Pakistan,2021-09-07,16.777,83.0,225199929.0,0.332,0.258,15.4,0.96,31.571,61.0,-2.143,33.0,27.714,11.286,0.36856139506154106
71120,PAK,Pakistan,2021-09-08,16.773,84.0,225199929.0,0.329,0.263,15.7,0.94,31.714,61.143,-2.0,32.286,27.571,10.571,0.37300189379722226
71121,PAK,Pakistan,2021-09-09,16.689,83.0,225199929.0,0.346,0.263,15.8,0.92,31.429,60.429,-1.857,31.429,27.429,9.857,0.36856139506154106
71122,PAK,Pakistan,2021-09-10,18.897,82.0,225199929.0,0.398,0.264,14.0,0.9,32.0,60.571,-1.714,30.143,27.429,9.286,0.36412089632585987
71123,PAK,Pakistan,2021-09-11,15.995,58.0,225199929.0,0.346,0.263,16.5,0.88,32.571,60.857,-1.714,29.714,27.857,9.0,0.2575489266695106
71124,PAK,Pakistan,2021-09-12,15.599,67.0,225199929.0,0.352,0.263,16.9,0.87,33.143,61.143,-1.857,30.0,28.429,9.143,0.29751341529064157
71125,PAK,Pakistan,2021-09-13,15.128,78.0,225199929.0,0.339,0.261,17.2,0.85,33.571,61.429,-1.857,30.571,29.0,9.571,0.346358901383135
71126,PAK,Pakistan,2021-09-14,14.383,73.0,225199929.0,0.333,0.257,17.9,0.84,33.714,61.429,-1.714,30.857,29.143,9.571,0.32415640770472887
71127,PAK,Pakistan,2021-09-15,13.717,66.0,225199929.0,0.322,0.254,18.5,0.83,33.857,61.286,-1.714,31.286,29.286,9.571,0.29307291655496037
71128,PAK,Pakistan,2021-09-16,13.234,68.0,225199929.0,0.312,0.251,19.0,0.82,34.143,61.571,-2.0,32.429,29.714,10.0,0.3019539140263228
71129,PAK,Pakistan,2021-09-17,12.62,63.0,225199929.0,0.3,0.249,19.7,0.82,34.857,62.429,-2.429,34.0,30.571,10.857,0.2797514203479167
71130,PAK,Pakistan,2021-09-18,12.256,71.0,225199929.0,0.308,0.245,20.0,0.8,35.429,63.0,-2.714,35.143,31.0,11.857,0.31527541023336647
71131,PAK,Pakistan,2021-09-19,11.736,40.0,225199929.0,0.291,0.244,20.8,0.8,35.429,62.714,-2.714,35.857,31.0,11.857,0.1776199494272487
71132,PAK,Pakistan,2021-09-20,11.306,81.0,225199929.0,0.293,0.242,21.4,0.79,35.143,62.286,-3.0,36.286,30.857,12.429,0.3596803975901786
71133,PAK,Pakistan,2021-09-21,11.056,47.0,225199929.0,0.277,0.242,21.9,0.79,34.857,61.571,-3.143,36.429,30.429,13.143,0.20870344057701723
71134,PAK,Pakistan,2021-09-22,10.641,58.0,225199929.0,0.272,0.238,22.4,0.78,35.0,61.714,-3.286,36.857,30.571,14.0,0.2575489266695106
71135,PAK,Pakistan,2021-09-23,10.2,50.0,225199929.0,0.26,0.233,22.8,0.78,34.714,61.286,-3.143,36.571,30.429,14.714,0.22202493678406088
71136,PAK,Pakistan,2021-09-24,9.913,42.0,225199929.0,0.247,0.229,23.1,0.77,34.714,61.286,-3.143,36.571,30.429,15.571,0.18650094689861113
71137,PAK,Pakistan,2021-09-25,9.406,42.0,225199929.0,0.228,0.222,23.6,0.76,35.571,62.0,-3.286,37.0,30.714,16.857,0.18650094689861113
71138,PAK,Pakistan,2021-09-26,9.146,31.0,225199929.0,0.223,0.215,23.5,0.76,35.714,62.286,-3.286,37.143,30.857,17.286,0.13765546080611776
71139,PAK,Pakistan,2021-09-27,8.83,41.0,225199929.0,0.197,0.214,24.2,0.75,35.429,61.714,-3.143,37.0,30.571,17.571,0.18206044816292993
71140,PAK,Pakistan,2021-09-28,8.34,52.0,225199929.0,0.2,0.212,25.5,0.75,33.571,59.571,-2.714,35.429,29.143,15.857,0.23090593425542333
71141,PAK,Pakistan,2021-09-29,7.95,39.0,225199929.0,0.188,0.211,26.5,0.75,33.429,59.429,-2.857,35.286,29.0,16.143,0.1731794506915675
71142,PAK,Pakistan,2021-09-30,7.428,56.0,225199929.0,0.192,0.214,28.8,0.75,33.429,59.714,-2.857,35.143,28.857,16.143,0.24866792919814817
71143,PAK,Pakistan,2021-10-01,7.177,46.0,225199929.0,0.195,0.212,29.6,0.75,33.143,59.714,-2.429,35.286,28.571,14.714,0.20426294184133603
71144,PAK,Pakistan,2021-10-02,7.098,35.0,225199929.0,0.19,0.216,30.4,0.75,34.0,61.0,-2.429,35.857,28.857,14.714,0.1554174557488426
71145,PAK,Pakistan,2021-10-03,6.929,27.0,225199929.0,0.188,0.22,31.7,0.75,35.286,62.857,-2.571,37.143,29.429,15.0,0.11989346586339288
71146,PAK,Pakistan,2021-10-04,6.871,54.0,225199929.0,0.196,0.222,32.3,0.74,36.571,64.714,-2.857,38.286,30.143,15.286,0.23978693172678575
71147,PAK,Pakistan,2021-10-05,6.65,39.0,225199929.0,0.188,0.225,33.8,0.73,39.714,68.714,-3.571,41.0,32.429,17.429,0.1731794506915675
71148,PAK,Pakistan,2021-10-06,6.467,46.0,225199929.0,0.192,0.223,34.5,0.72,40.714,69.857,-3.571,42.286,33.143,17.571,0.20426294184133603
71149,PAK,Pakistan,2021-10-07,6.15,26.0,225199929.0,0.173,0.223,36.2,0.71,42.143,71.286,-3.857,43.714,34.143,17.714,0.11545296712771166
71150,PAK,Pakistan,2021-10-08,5.7,29.0,225199929.0,0.162,0.219,38.5,0.7,43.429,72.429,-4.429,45.0,35.0,19.143,0.1287744633347553
71151,PAK,Pakistan,2021-10-09,5.174,19.0,225199929.0,0.152,0.216,41.7,0.7,44.143,72.714,-4.571,45.857,35.429,19.143,0.08436947597794314
71152,PAK,Pakistan,2021-10-10,4.828,28.0,225199929.0,0.153,0.209,43.2,0.71,44.286,72.286,-4.571,46.286,35.286,18.857,0.12433396459907409
71153,PAK,Pakistan,2021-10-11,4.435,18.0,225199929.0,0.13,0.204,45.9,0.71,44.571,72.429,-4.429,46.571,35.429,18.857,0.07992897724226192
71154,PAK,Pakistan,2021-10-12,4.314,21.0,225199929.0,0.119,0.199,46.2,0.72,44.857,72.571,-4.286,47.0,35.714,19.143,0.09325047344930557
71155,PAK,Pakistan,2021-10-13,4.037,28.0,225199929.0,0.107,0.198,49.0,0.73,45.286,73.0,-4.286,47.143,35.857,19.429,0.12433396459907409
71156,PAK,Pakistan,2021-10-14,4.147,27.0,225199929.0,0.108,0.195,47.1,0.73,45.429,73.143,-4.286,47.286,35.857,19.714,0.11989346586339288
71157,PAK,Pakistan,2021-10-15,4.108,24.0,225199929.0,0.105,0.201,48.8,0.73,45.714,73.571,-4.286,48.0,36.0,19.857,0.10657196965634923
71158,PAK,Pakistan,2021-10-16,4.04,17.0,225199929.0,0.103,0.201,49.8,0.72,45.714,73.571,-4.286,48.429,36.143,19.857,0.0754884785065807
71159,PAK,Pakistan,2021-10-17,3.862,11.0,225199929.0,0.093,0.205,53.0,0.72,46.429,74.429,-4.286,48.571,36.571,20.429,0.048845486092493395
71160,PAK,Pakistan,2021-10-18,3.807,20.0,225199929.0,0.094,0.206,54.1,0.72,47.286,75.286,-4.286,49.286,37.429,19.571,0.08880997471362435
71161,PAK,Pakistan,2021-10-19,3.511,12.0,225199929.0,0.088,0.207,58.9,0.72,43.286,70.571,-2.429,46.429,37.286,7.571,0.053285984828174614
71162,PAK,Pakistan,2021-10-20,3.261,16.0,225199929.0,0.081,0.206,63.2,0.72,43.0,70.714,-2.571,47.571,37.286,7.429,0.07104797977089948
71163,PAK,Pakistan,2021-10-21,2.932,16.0,225199929.0,0.074,0.204,69.5,0.74,42.857,70.571,-2.429,47.571,37.0,7.286,0.07104797977089948
71164,PAK,Pakistan,2021-10-22,2.716,15.0,225199929.0,0.068,0.195,71.7,0.75,42.143,69.429,-2.286,46.286,36.286,7.286,0.06660748103521826
71165,PAK,Pakistan,2021-10-23,2.634,18.0,225199929.0,0.069,0.192,72.8,0.78,41.0,68.286,-2.0,44.286,35.143,7.143,0.07992897724226192
71166,PAK,Pakistan,2021-10-24,2.656,9.0,225199929.0,0.067,0.189,71.2,0.8,39.429,66.429,-1.714,42.429,33.286,6.857,0.03996448862113096
71167,PAK,Pakistan,2021-10-25,2.636,6.0,225199929.0,0.058,0.187,70.8,0.81,38.143,65.0,-1.571,41.143,31.857,7.857,0.026642992414087307
71168,PAK,Pakistan,2021-10-26,2.612,13.0,225199929.0,0.059,0.186,71.0,0.82,41.143,68.714,-3.286,43.429,31.143,20.0,0.05772648356385583
71169,PAK,Pakistan,2021-10-27,2.665,9.0,225199929.0,0.055,0.183,68.8,0.83,40.714,67.714,-3.0,41.571,30.286,20.143,0.03996448862113096
71170,PAK,Pakistan,2021-10-28,2.724,17.0,225199929.0,0.055,0.187,68.5,0.85,40.0,66.857,-2.857,40.286,29.571,20.0,0.0754884785065807
71171,PAK,Pakistan,2021-10-29,2.791,8.0,225199929.0,0.051,0.19,68.2,0.85,39.571,66.429,-2.714,39.571,29.0,20.0,0.03552398988544974
71172,PAK,Pakistan,2021-10-30,2.881,10.0,225199929.0,0.046,0.192,66.8,0.86,40.0,67.0,-2.857,39.857,29.286,20.0,0.04440498735681218
71173,PAK,Pakistan,2021-10-31,2.744,7.0,225199929.0,0.044,0.195,70.9,0.85,41.286,68.714,-3.143,40.857,30.286,20.0,0.031083491149768522
71174,PAK,Pakistan,2021-11-01,2.671,10.0,225199929.0,0.047,0.196,73.5,0.84,41.286,69.0,-3.143,40.857,30.286,20.143,0.04440498735681218
71175,PAK,Pakistan,2021-11-02,2.7,11.0,225199929.0,0.046,0.195,72.1,0.84,42.143,70.143,-3.286,41.429,30.714,20.286,0.048845486092493395
71176,PAK,Pakistan,2021-11-03,2.621,19.0,225199929.0,0.052,0.198,75.6,0.84,43.0,71.286,-3.286,42.571,31.429,20.571,0.08436947597794314
71177,PAK,Pakistan,2021-11-04,2.529,11.0,225199929.0,0.048,0.195,77.0,0.84,44.429,72.857,-3.429,44.714,32.429,21.0,0.048845486092493395
71178,PAK,Pakistan,2021-11-05,2.471,11.0,225199929.0,0.05,0.194,78.5,0.84,46.286,75.0,-3.571,47.143,34.0,21.286,0.048845486092493395
71179,PAK,Pakistan,2021-11-06,2.305,20.0,225199929.0,0.056,0.195,84.7,0.83,47.571,76.286,-3.571,49.429,35.286,21.286,0.08880997471362435
71180,PAK,Pakistan,2021-11-07,2.284,9.0,225199929.0,0.058,0.194,85.1,0.83,48.714,77.286,-3.571,51.857,36.429,21.286,0.03996448862113096
71181,PAK,Pakistan,2021-11-08,2.248,11.0,225199929.0,0.058,0.192,85.6,0.83,49.571,78.0,-3.571,53.571,37.143,21.429,0.048845486092493395
71182,PAK,Pakistan,2021-11-09,2.243,8.0,225199929.0,0.056,0.194,86.6,0.82,50.286,78.429,-3.429,54.571,37.714,21.571,0.03552398988544974
71183,PAK,Pakistan,2021-11-10,2.279,9.0,225199929.0,0.05,0.196,85.9,0.81,50.286,78.286,-3.429,55.143,37.857,21.857,0.03996448862113096
71184,PAK,Pakistan,2021-11-11,2.201,9.0,225199929.0,0.049,0.199,90.4,0.78,49.571,77.143,-3.286,54.857,37.429,22.143,0.03996448862113096
71185,PAK,Pakistan,2021-11-12,1.987,11.0,225199929.0,0.049,0.195,98.3,0.77,49.714,77.143,-3.143,54.857,37.286,22.286,0.048845486092493395
71186,PAK,Pakistan,2021-11-13,1.689,0.0,225199929.0,0.036,0.187,110.6,0.76,49.714,76.857,-3.143,55.0,37.286,22.429,0.0
71187,PAK,Pakistan,2021-11-14,1.723,17.0,225199929.0,0.041,0.18,104.7,0.79,49.714,76.857,-3.143,54.857,37.429,22.571,0.0754884785065807
71188,PAK,Pakistan,2021-11-15,1.606,6.0,225199929.0,0.038,0.175,109.0,0.8,49.571,76.571,-3.143,55.0,37.143,22.714,0.026642992414087307
71189,PAK,Pakistan,2021-11-16,1.426,10.0,225199929.0,0.039,0.169,118.8,0.82,49.286,76.286,-3.143,54.857,36.857,22.857,0.04440498735681218
71190,PAK,Pakistan,2021-11-17,1.314,10.0,225199929.0,0.04,0.163,124.3,0.85,49.429,76.143,-3.0,54.714,36.714,22.857,0.04440498735681218
