"Notes"	"State of Residence"	"State of Residence Code"	"Month"	"Month Code"	"Year"	"Year Code"	Births
	"New York"	"36"	"August"	"8"	"2017"	"2017"	20511
	"New York"	"36"	"August"	"8"	"2018"	"2018"	20301
	"New York"	"36"	"August"	"8"	"2019"	"2019"	20043
	"New York"	"36"	"August"	"8"	"2020"	"2020"	18016
	"New York"	"36"	"August"	"8"	"2021"	"2021"	18797
	"New York"	"36"	"August"	"8"	"2022"	"2022"	18442
"Total"	"New York"	"36"	"August"	"8"			137273
	"New York"	"36"	"September"	"9"	"2016"	"2016"	20068
	"New York"	"36"	"September"	"9"	"2017"	"2017"	19843
	"New York"	"36"	"September"	"9"	"2018"	"2018"	18891
	"New York"	"36"	"September"	"9"	"2019"	"2019"	19146
	"New York"	"36"	"September"	"9"	"2020"	"2020"	17908
	"New York"	"36"	"September"	"9"	"2021"	"2021"	18305
	"New York"	"36"	"September"	"9"	"2022"	"2022"	17189
"Total"	"New York"	"36"	"September"	"9"			131350
	"New York"	"36"	"October"	"10"	"2016"	"2016"	19542
	"New York"	"36"	"October"	"10"	"2017"	"2017"	19657
	"New York"	"36"	"October"	"10"	"2018"	"2018"	19243
	"New York"	"36"	"October"	"10"	"2019"	"2019"	18858
	"New York"	"36"	"October"	"10"	"2020"	"2020"	17526
	"New York"	"36"	"October"	"10"	"2021"	"2021"	18229
	"New York"	"36"	"October"	"10"	"2022"	"2022"	17724
"Total"	"New York"	"36"	"October"	"10"			130779
	"New York"	"36"	"November"	"11"	"2016"	"2016"	18680
	"New York"	"36"	"November"	"11"	"2017"	"2017"	18981
	"New York"	"36"	"November"	"11"	"2018"	"2018"	18338
	"New York"	"36"	"November"	"11"	"2019"	"2019"	17695
	"New York"	"36"	"November"	"11"	"2020"	"2020"	16031
	"New York"	"36"	"November"	"11"	"2021"	"2021"	17155
	"New York"	"36"	"November"	"11"	"2022"	"2022"	17278
"Total"	"New York"	"36"	"November"	"11"			124158
	"New York"	"36"	"December"	"12"	"2016"	"2016"	19321
	"New York"	"36"	"December"	"12"	"2017"	"2017"	18625
	"New York"	"36"	"December"	"12"	"2018"	"2018"	18393
	"New York"	"36"	"December"	"12"	"2019"	"2019"	18172
	"New York"	"36"	"December"	"12"	"2020"	"2020"	15491
	"New York"	"36"	"December"	"12"	"2021"	"2021"	17593
	"New York"	"36"	"December"	"12"	"2022"	"2022"	17656
"Total"	"New York"	"36"	"December"	"12"			125251
"Total"	"New York"	"36"					1539651
	"North Carolina"	"37"	"January"	"1"	"2016"	"2016"	9765
	"North Carolina"	"37"	"January"	"1"	"2017"	"2017"	9670
	"North Carolina"	"37"	"January"	"1"	"2018"	"2018"	9785
	"North Carolina"	"37"	"January"	"1"	"2019"	"2019"	10041
	"North Carolina"	"37"	"January"	"1"	"2020"	"2020"	9831
	"North Carolina"	"37"	"January"	"1"	"2021"	"2021"	9276
	"North Carolina"	"37"	"January"	"1"	"2022"	"2022"	10022
"Total"	"North Carolina"	"37"	"January"	"1"			68390
	"North Carolina"	"37"	"February"	"2"	"2016"	"2016"	9391
	"North Carolina"	"37"	"February"	"2"	"2017"	"2017"	8935
	"North Carolina"	"37"	"February"	"2"	"2018"	"2018"	8673
	"North Carolina"	"37"	"February"	"2"	"2019"	"2019"	8765
	"North Carolina"	"37"	"February"	"2"	"2020"	"2020"	9143
	"North Carolina"	"37"	"February"	"2"	"2021"	"2021"	8801
	"North Carolina"	"37"	"February"	"2"	"2022"	"2022"	9218
"Total"	"North Carolina"	"37"	"February"	"2"			62926
	"North Carolina"	"37"	"March"	"3"	"2016"	"2016"	9809
	"North Carolina"	"37"	"March"	"3"	"2017"	"2017"	9869
	"North Carolina"	"37"	"March"	"3"	"2018"	"2018"	9883
	"North Carolina"	"37"	"March"	"3"	"2019"	"2019"	9737
	"North Carolina"	"37"	"March"	"3"	"2020"	"2020"	9786
	"North Carolina"	"37"	"March"	"3"	"2021"	"2021"	9708
	"North Carolina"	"37"	"March"	"3"	"2022"	"2022"	10218
"Total"	"North Carolina"	"37"	"March"	"3"			69010
	"North Carolina"	"37"	"April"	"4"	"2016"	"2016"	9324
	"North Carolina"	"37"	"April"	"4"	"2017"	"2017"	9145
	"North Carolina"	"37"	"April"	"4"	"2018"	"2018"	9209
	"North Carolina"	"37"	"April"	"4"	"2019"	"2019"	9284
	"North Carolina"	"37"	"April"	"4"	"2020"	"2020"	9311
	"North Carolina"	"37"	"April"	"4"	"2021"	"2021"	9559
	"North Carolina"	"37"	"April"	"4"	"2022"	"2022"	9550
"Total"	"North Carolina"	"37"	"April"	"4"			65382
	"North Carolina"	"37"	"May"	"5"	"2016"	"2016"	9982
	"North Carolina"	"37"	"May"	"5"	"2017"	"2017"	9802
	"North Carolina"	"37"	"May"	"5"	"2018"	"2018"	9890
	"North Carolina"	"37"	"May"	"5"	"2019"	"2019"	10009
	"North Carolina"	"37"	"May"	"5"	"2020"	"2020"	9645
	"North Carolina"	"37"	"May"	"5"	"2021"	"2021"	9809
	"North Carolina"	"37"	"May"	"5"	"2022"	"2022"	9673
"Total"	"North Carolina"	"37"	"May"	"5"			68810
	"North Carolina"	"37"	"June"	"6"	"2016"	"2016"	10184
	"North Carolina"	"37"	"June"	"6"	"2017"	"2017"	10042
	"North Carolina"	"37"	"June"	"6"	"2018"	"2018"	10038
	"North Carolina"	"37"	"June"	"6"	"2019"	"2019"	9535
	"North Carolina"	"37"	"June"	"6"	"2020"	"2020"	9701
	"North Carolina"	"37"	"June"	"6"	"2021"	"2021"	10239
	"North Carolina"	"37"	"June"	"6"	"2022"	"2022"	9809
"Total"	"North Carolina"	"37"	"June"	"6"			69548
	"North Carolina"	"37"	"July"	"7"	"2016"	"2016"	10557
	"North Carolina"	"37"	"July"	"7"	"2017"	"2017"	10421
	"North Carolina"	"37"	"July"	"7"	"2018"	"2018"	10232
	"North Carolina"	"37"	"July"	"7"	"2019"	"2019"	10446
	"North Carolina"	"37"	"July"	"7"	"2020"	"2020"	10230
	"North Carolina"	"37"	"July"	"7"	"2021"	"2021"	10610
	"North Carolina"	"37"	"July"	"7"	"2022"	"2022"	10618
"Total"	"North Carolina"	"37"	"July"	"7"			73114
	"North Carolina"	"37"	"August"	"8"	"2016"	"2016"	11009
	"North Carolina"	"37"	"August"	"8"	"2017"	"2017"	11199
	"North Carolina"	"37"	"August"	"8"	"2018"	"2018"	10921
	"North Carolina"	"37"	"August"	"8"	"2019"	"2019"	10935
	"North Carolina"	"37"	"August"	"8"	"2020"	"2020"	10502
	"North Carolina"	"37"	"August"	"8"	"2021"	"2021"	10964
	"North Carolina"	"37"	"August"	"8"	"2022"	"2022"	11240
"Total"	"North Carolina"	"37"	"August"	"8"			76770
	"North Carolina"	"37"	"September"	"9"	"2016"	"2016"	10636
	"North Carolina"	"37"	"September"	"9"	"2017"	"2017"	10682
	"North Carolina"	"37"	"September"	"9"	"2018"	"2018"	10436
	"North Carolina"	"37"	"September"	"9"	"2019"	"2019"	10374
	"North Carolina"	"37"	"September"	"9"	"2020"	"2020"	10203
	"North Carolina"	"37"	"September"	"9"	"2021"	"2021"	10758
	"North Carolina"	"37"	"September"	"9"	"2022"	"2022"	10518
"Total"	"North Carolina"	"37"	"September"	"9"			73607
	"North Carolina"	"37"	"October"	"10"	"2016"	"2016"	10182
	"North Carolina"	"37"	"October"	"10"	"2017"	"2017"	10255
	"North Carolina"	"37"	"October"	"10"	"2018"	"2018"	10335
	"North Carolina"	"37"	"October"	"10"	"2019"	"2019"	10166
	"North Carolina"	"37"	"October"	"10"	"2020"	"2020"	9803
	"North Carolina"	"37"	"October"	"10"	"2021"	"2021"	10281
	"North Carolina"	"37"	"October"	"10"	"2022"	"2022"	9938
"Total"	"North Carolina"	"37"	"October"	"10"			70960
	"North Carolina"	"37"	"November"	"11"	"2016"	"2016"	9885
	"North Carolina"	"37"	"November"	"11"	"2017"	"2017"	10112
	"North Carolina"	"37"	"November"	"11"	"2018"	"2018"	9672
	"North Carolina"	"37"	"November"	"11"	"2019"	"2019"	9434
	"North Carolina"	"37"	"November"	"11"	"2020"	"2020"	8868
	"North Carolina"	"37"	"November"	"11"	"2021"	"2021"	9958
	"North Carolina"	"37"	"November"	"11"	"2022"	"2022"	10267
"Total"	"North Carolina"	"37"	"November"	"11"			68196
	"North Carolina"	"37"	"December"	"12"	"2016"	"2016"	10055
	"North Carolina"	"37"	"December"	"12"	"2017"	"2017"	9993
	"North Carolina"	"37"	"December"	"12"	"2018"	"2018"	9880
	"North Carolina"	"37"	"December"	"12"	"2019"	"2019"	9999
	"North Carolina"	"37"	"December"	"12"	"2020"	"2020"	9707
	"North Carolina"	"37"	"December"	"12"	"2021"	"2021"	10503
	"North Carolina"	"37"	"December"	"12"	"2022"	"2022"	10491
"Total"	"North Carolina"	"37"	"December"	"12"			70628
"Total"	"North Carolina"	"37"					837341
	"North Dakota"	"38"	"January"	"1"	"2016"	"2016"	938
	"North Dakota"	"38"	"January"	"1"	"2017"	"2017"	840
	"North Dakota"	"38"	"January"	"1"	"2018"	"2018"	880
	"North Dakota"	"38"	"January"	"1"	"2019"	"2019"	875
	"North Dakota"	"38"	"January"	"1"	"2020"	"2020"	803
	"North Dakota"	"38"	"January"	"1"	"2021"	"2021"	790
	"North Dakota"	"38"	"January"	"1"	"2022"	"2022"	787
"Total"	"North Dakota"	"38"	"January"	"1"			5913
	"North Dakota"	"38"	"February"	"2"	"2016"	"2016"	863
	"North Dakota"	"38"	"February"	"2"	"2017"	"2017"	814
	"North Dakota"	"38"	"February"	"2"	"2018"	"2018"	809
	"North Dakota"	"38"	"February"	"2"	"2019"	"2019"	766
	"North Dakota"	"38"	"February"	"2"	"2020"	"2020"	818
	"North Dakota"	"38"	"February"	"2"	"2021"	"2021"	764
	"North Dakota"	"38"	"February"	"2"	"2022"	"2022"	693
"Total"	"North Dakota"	"38"	"February"	"2"			5527
	"North Dakota"	"38"	"March"	"3"	"2016"	"2016"	936
	"North Dakota"	"38"	"March"	"3"	"2017"	"2017"	932
	"North Dakota"	"38"	"March"	"3"	"2018"	"2018"	899
	"North Dakota"	"38"	"March"	"3"	"2019"	"2019"	906
	"North Dakota"	"38"	"March"	"3"	"2020"	"2020"	840
	"North Dakota"	"38"	"March"	"3"	"2021"	"2021"	905
	"North Dakota"	"38"	"March"	"3"	"2022"	"2022"	793
"Total"	"North Dakota"	"38"	"March"	"3"			6211
	"North Dakota"	"38"	"April"	"4"	"2016"	"2016"	916
	"North Dakota"	"38"	"April"	"4"	"2017"	"2017"	918
	"North Dakota"	"38"	"April"	"4"	"2018"	"2018"	849
	"North Dakota"	"38"	"April"	"4"	"2019"	"2019"	900
	"North Dakota"	"38"	"April"	"4"	"2020"	"2020"	824
	"North Dakota"	"38"	"April"	"4"	"2021"	"2021"	847
	"North Dakota"	"38"	"April"	"4"	"2022"	"2022"	780
"Total"	"North Dakota"	"38"	"April"	"4"			6034
	"North Dakota"	"38"	"May"	"5"	"2016"	"2016"	990
	"North Dakota"	"38"	"May"	"5"	"2017"	"2017"	895
	"North Dakota"	"38"	"May"	"5"	"2018"	"2018"	969
	"North Dakota"	"38"	"May"	"5"	"2019"	"2019"	945
	"North Dakota"	"38"	"May"	"5"	"2020"	"2020"	878
	"North Dakota"	"38"	"May"	"5"	"2021"	"2021"	838
	"North Dakota"	"38"	"May"	"5"	"2022"	"2022"	851
"Total"	"North Dakota"	"38"	"May"	"5"			6366
	"North Dakota"	"38"	"June"	"6"	"2016"	"2016"	989
	"North Dakota"	"38"	"June"	"6"	"2017"	"2017"	922
	"North Dakota"	"38"	"June"	"6"	"2018"	"2018"	879
	"North Dakota"	"38"	"June"	"6"	"2019"	"2019"	883
	"North Dakota"	"38"	"June"	"6"	"2020"	"2020"	854
	"North Dakota"	"38"	"June"	"6"	"2021"	"2021"	866
	"North Dakota"	"38"	"June"	"6"	"2022"	"2022"	778
"Total"	"North Dakota"	"38"	"June"	"6"			6171
	"North Dakota"	"38"	"July"	"7"	"2016"	"2016"	948
	"North Dakota"	"38"	"July"	"7"	"2017"	"2017"	902
	"North Dakota"	"38"	"July"	"7"	"2018"	"2018"	901
	"North Dakota"	"38"	"July"	"7"	"2019"	"2019"	981
	"North Dakota"	"38"	"July"	"7"	"2020"	"2020"	902
	"North Dakota"	"38"	"July"	"7"	"2021"	"2021"	866
	"North Dakota"	"38"	"July"	"7"	"2022"	"2022"	815
"Total"	"North Dakota"	"38"	"July"	"7"			6315
	"North Dakota"	"38"	"August"	"8"	"2016"	"2016"	1048
	"North Dakota"	"38"	"August"	"8"	"2017"	"2017"	915
	"North Dakota"	"38"	"August"	"8"	"2018"	"2018"	982
	"North Dakota"	"38"	"August"	"8"	"2019"	"2019"	948
	"North Dakota"	"38"	"August"	"8"	"2020"	"2020"	910
	"North Dakota"	"38"	"August"	"8"	"2021"	"2021"	853
	"North Dakota"	"38"	"August"	"8"	"2022"	"2022"	885
"Total"	"North Dakota"	"38"	"August"	"8"			6541
	"North Dakota"	"38"	"September"	"9"	"2016"	"2016"	1025
	"North Dakota"	"38"	"September"	"9"	"2017"	"2017"	933
	"North Dakota"	"38"	"September"	"9"	"2018"	"2018"	865
	"North Dakota"	"38"	"September"	"9"	"2019"	"2019"	843
	"North Dakota"	"38"	"September"	"9"	"2020"	"2020"	803
	"North Dakota"	"38"	"September"	"9"	"2021"	"2021"	860
	"North Dakota"	"38"	"September"	"9"	"2022"	"2022"	826
"Total"	"North Dakota"	"38"	"September"	"9"			6155
	"North Dakota"	"38"	"October"	"10"	"2016"	"2016"	942
	"North Dakota"	"38"	"October"	"10"	"2017"	"2017"	915
	"North Dakota"	"38"	"October"	"10"	"2018"	"2018"	889
	"North Dakota"	"38"	"October"	"10"	"2019"	"2019"	848
	"North Dakota"	"38"	"October"	"10"	"2020"	"2020"	831
	"North Dakota"	"38"	"October"	"10"	"2021"	"2021"	830
	"North Dakota"	"38"	"October"	"10"	"2022"	"2022"	763
"Total"	"North Dakota"	"38"	"October"	"10"			6018
	"North Dakota"	"38"	"November"	"11"	"2016"	"2016"	891
	"North Dakota"	"38"	"November"	"11"	"2017"	"2017"	871
	"North Dakota"	"38"	"November"	"11"	"2018"	"2018"	875
	"North Dakota"	"38"	"November"	"11"	"2019"	"2019"	771
	"North Dakota"	"38"	"November"	"11"	"2020"	"2020"	771
	"North Dakota"	"38"	"November"	"11"	"2021"	"2021"	821
	"North Dakota"	"38"	"November"	"11"	"2022"	"2022"	767
"Total"	"North Dakota"	"38"	"November"	"11"			5767
	"North Dakota"	"38"	"December"	"12"	"2016"	"2016"	897
	"North Dakota"	"38"	"December"	"12"	"2017"	"2017"	880
	"North Dakota"	"38"	"December"	"12"	"2018"	"2018"	839
	"North Dakota"	"38"	"December"	"12"	"2019"	"2019"	788
	"North Dakota"	"38"	"December"	"12"	"2020"	"2020"	825
	"North Dakota"	"38"	"December"	"12"	"2021"	"2021"	872
	"North Dakota"	"38"	"December"	"12"	"2022"	"2022"	829
"Total"	"North Dakota"	"38"	"December"	"12"			5930
"Total"	"North Dakota"	"38"					72948
	"Ohio"	"39"	"January"	"1"	"2016"	"2016"	10907
	"Ohio"	"39"	"January"	"1"	"2017"	"2017"	10928
	"Ohio"	"39"	"January"	"1"	"2018"	"2018"	11029
	"Ohio"	"39"	"January"	"1"	"2019"	"2019"	11072
	"Ohio"	"39"	"January"	"1"	"2020"	"2020"	10661
	"Ohio"	"39"	"January"	"1"	"2021"	"2021"	9875
	"Ohio"	"39"	"January"	"1"	"2022"	"2022"	10002
"Total"	"Ohio"	"39"	"January"	"1"			74474
	"Ohio"	"39"	"February"	"2"	"2016"	"2016"	10853
	"Ohio"	"39"	"February"	"2"	"2017"	"2017"	10146
	"Ohio"	"39"	"February"	"2"	"2018"	"2018"	10321
	"Ohio"	"39"	"February"	"2"	"2019"	"2019"	10099
	"Ohio"	"39"	"February"	"2"	"2020"	"2020"	10152
	"Ohio"	"39"	"February"	"2"	"2021"	"2021"	9732
	"Ohio"	"39"	"February"	"2"	"2022"	"2022"	9472
"Total"	"Ohio"	"39"	"February"	"2"			70775
	"Ohio"	"39"	"March"	"3"	"2016"	"2016"	11380
	"Ohio"	"39"	"March"	"3"	"2017"	"2017"	11414
	"Ohio"	"39"	"March"	"3"	"2018"	"2018"	11323
	"Ohio"	"39"	"March"	"3"	"2019"	"2019"	10881
	"Ohio"	"39"	"March"	"3"	"2020"	"2020"	10714
	"Ohio"	"39"	"March"	"3"	"2021"	"2021"	10824
	"Ohio"	"39"	"March"	"3"	"2022"	"2022"	10885
"Total"	"Ohio"	"39"	"March"	"3"			77421
	"Ohio"	"39"	"April"	"4"	"2016"	"2016"	11109
	"Ohio"	"39"	"April"	"4"	"2017"	"2017"	10729
	"Ohio"	"39"	"April"	"4"	"2018"	"2018"	10730
	"Ohio"	"39"	"April"	"4"	"2019"	"2019"	10723
	"Ohio"	"39"	"April"	"4"	"2020"	"2020"	10349
	"Ohio"	"39"	"April"	"4"	"2021"	"2021"	10489
	"Ohio"	"39"	"April"	"4"	"2022"	"2022"	10230
"Total"	"Ohio"	"39"	"April"	"4"			74359
	"Ohio"	"39"	"May"	"5"	"2016"	"2016"	11647
	"Ohio"	"39"	"May"	"5"	"2017"	"2017"	11541
	"Ohio"	"39"	"May"	"5"	"2018"	"2018"	11602
	"Ohio"	"39"	"May"	"5"	"2019"	"2019"	11370
	"Ohio"	"39"	"May"	"5"	"2020"	"2020"	10960
	"Ohio"	"39"	"May"	"5"	"2021"	"2021"	10841
	"Ohio"	"39"	"May"	"5"	"2022"	"2022"	10633
"Total"	"Ohio"	"39"	"May"	"5"			78594
	"Ohio"	"39"	"June"	"6"	"2016"	"2016"	11906
	"Ohio"	"39"	"June"	"6"	"2017"	"2017"	11634
	"Ohio"	"39"	"June"	"6"	"2018"	"2018"	11466
	"Ohio"	"39"	"June"	"6"	"2019"	"2019"	11158
	"Ohio"	"39"	"June"	"6"	"2020"	"2020"	11043
	"Ohio"	"39"	"June"	"6"	"2021"	"2021"	11256
	"Ohio"	"39"	"June"	"6"	"2022"	"2022"	10909
"Total"	"Ohio"	"39"	"June"	"6"			79372
	"Ohio"	"39"	"July"	"7"	"2016"	"2016"	12049
	"Ohio"	"39"	"July"	"7"	"2017"	"2017"	11945
	"Ohio"	"39"	"July"	"7"	"2018"	"2018"	11723
	"Ohio"	"39"	"July"	"7"	"2019"	"2019"	11988
	"Ohio"	"39"	"July"	"7"	"2020"	"2020"	11648
	"Ohio"	"39"	"July"	"7"	"2021"	"2021"	11672
	"Ohio"	"39"	"July"	"7"	"2022"	"2022"	11187
"Total"	"Ohio"	"39"	"July"	"7"			82212
	"Ohio"	"39"	"August"	"8"	"2016"	"2016"	12666
	"Ohio"	"39"	"August"	"8"	"2017"	"2017"	12474
	"Ohio"	"39"	"August"	"8"	"2018"	"2018"	12308
	"Ohio"	"39"	"August"	"8"	"2019"	"2019"	12371
	"Ohio"	"39"	"August"	"8"	"2020"	"2020"	11534
	"Ohio"	"39"	"August"	"8"	"2021"	"2021"	11518
	"Ohio"	"39"	"August"	"8"	"2022"	"2022"	11729
"Total"	"Ohio"	"39"	"August"	"8"			84600
	"Ohio"	"39"	"September"	"9"	"2016"	"2016"	11978
	"Ohio"	"39"	"September"	"9"	"2017"	"2017"	12047
	"Ohio"	"39"	"September"	"9"	"2018"	"2018"	11318
	"Ohio"	"39"	"September"	"9"	"2019"	"2019"	11695
	"Ohio"	"39"	"September"	"9"	"2020"	"2020"	11103
	"Ohio"	"39"	"September"	"9"	"2021"	"2021"	11444
	"Ohio"	"39"	"September"	"9"	"2022"	"2022"	10719
"Total"	"Ohio"	"39"	"September"	"9"			80304
	"Ohio"	"39"	"October"	"10"	"2016"	"2016"	11384
	"Ohio"	"39"	"October"	"10"	"2017"	"2017"	11785
	"Ohio"	"39"	"October"	"10"	"2018"	"2018"	11612
	"Ohio"	"39"	"October"	"10"	"2019"	"2019"	11743
	"Ohio"	"39"	"October"	"10"	"2020"	"2020"	10759
	"Ohio"	"39"	"October"	"10"	"2021"	"2021"	11010
	"Ohio"	"39"	"October"	"10"	"2022"	"2022"	10628
"Total"	"Ohio"	"39"	"October"	"10"			78921
	"Ohio"	"39"	"November"	"11"	"2016"	"2016"	10878
	"Ohio"	"39"	"November"	"11"	"2017"	"2017"	11046
	"Ohio"	"39"	"November"	"11"	"2018"	"2018"	10801
	"Ohio"	"39"	"November"	"11"	"2019"	"2019"	10425
	"Ohio"	"39"	"November"	"11"	"2020"	"2020"	9951
	"Ohio"	"39"	"November"	"11"	"2021"	"2021"	10375
	"Ohio"	"39"	"November"	"11"	"2022"	"2022"	10664
"Total"	"Ohio"	"39"	"November"	"11"			74140
	"Ohio"	"39"	"December"	"12"	"2016"	"2016"	11328
	"Ohio"	"39"	"December"	"12"	"2017"	"2017"	11143
	"Ohio"	"39"	"December"	"12"	"2018"	"2018"	10901
	"Ohio"	"39"	"December"	"12"	"2019"	"2019"	10936
	"Ohio"	"39"	"December"	"12"	"2020"	"2020"	10317
	"Ohio"	"39"	"December"	"12"	"2021"	"2021"	10755
	"Ohio"	"39"	"December"	"12"	"2022"	"2022"	11173
"Total"	"Ohio"	"39"	"December"	"12"			76553
"Total"	"Ohio"	"39"					931725
	"Oklahoma"	"40"	"January"	"1"	"2016"	"2016"	4277
	"Oklahoma"	"40"	"January"	"1"	"2017"	"2017"	4057
	"Oklahoma"	"40"	"January"	"1"	"2018"	"2018"	4253
	"Oklahoma"	"40"	"January"	"1"	"2019"	"2019"	4157
	"Oklahoma"	"40"	"January"	"1"	"2020"	"2020"	4065
	"Oklahoma"	"40"	"January"	"1"	"2021"	"2021"	3760
	"Oklahoma"	"40"	"January"	"1"	"2022"	"2022"	3962
"Total"	"Oklahoma"	"40"	"January"	"1"			28531
	"Oklahoma"	"40"	"February"	"2"	"2016"	"2016"	4281
	"Oklahoma"	"40"	"February"	"2"	"2017"	"2017"	3764
	"Oklahoma"	"40"	"February"	"2"	"2018"	"2018"	3732
	"Oklahoma"	"40"	"February"	"2"	"2019"	"2019"	3581
	"Oklahoma"	"40"	"February"	"2"	"2020"	"2020"	3684
	"Oklahoma"	"40"	"February"	"2"	"2021"	"2021"	3507
	"Oklahoma"	"40"	"February"	"2"	"2022"	"2022"	3588
"Total"	"Oklahoma"	"40"	"February"	"2"			26137
	"Oklahoma"	"40"	"March"	"3"	"2016"	"2016"	4368
	"Oklahoma"	"40"	"March"	"3"	"2017"	"2017"	4170
	"Oklahoma"	"40"	"March"	"3"	"2018"	"2018"	4141
	"Oklahoma"	"40"	"March"	"3"	"2019"	"2019"	3927
	"Oklahoma"	"40"	"March"	"3"	"2020"	"2020"	4026
	"Oklahoma"	"40"	"March"	"3"	"2021"	"2021"	4060
	"Oklahoma"	"40"	"March"	"3"	"2022"	"2022"	4039
"Total"	"Oklahoma"	"40"	"March"	"3"			28731
	"Oklahoma"	"40"	"April"	"4"	"2016"	"2016"	4143
	"Oklahoma"	"40"	"April"	"4"	"2017"	"2017"	3772
	"Oklahoma"	"40"	"April"	"4"	"2018"	"2018"	3875
	"Oklahoma"	"40"	"April"	"4"	"2019"	"2019"	3915
	"Oklahoma"	"40"	"April"	"4"	"2020"	"2020"	3851
	"Oklahoma"	"40"	"April"	"4"	"2021"	"2021"	3781
	"Oklahoma"	"40"	"April"	"4"	"2022"	"2022"	3735
"Total"	"Oklahoma"	"40"	"April"	"4"			27072
	"Oklahoma"	"40"	"May"	"5"	"2016"	"2016"	4245
	"Oklahoma"	"40"	"May"	"5"	"2017"	"2017"	4280
	"Oklahoma"	"40"	"May"	"5"	"2018"	"2018"	4194
	"Oklahoma"	"40"	"May"	"5"	"2019"	"2019"	4129
	"Oklahoma"	"40"	"May"	"5"	"2020"	"2020"	3811
	"Oklahoma"	"40"	"May"	"5"	"2021"	"2021"	3961
	"Oklahoma"	"40"	"May"	"5"	"2022"	"2022"	3807
"Total"	"Oklahoma"	"40"	"May"	"5"			28427
	"Oklahoma"	"40"	"June"	"6"	"2016"	"2016"	4460
	"Oklahoma"	"40"	"June"	"6"	"2017"	"2017"	4275
	"Oklahoma"	"40"	"June"	"6"	"2018"	"2018"	4042
	"Oklahoma"	"40"	"June"	"6"	"2019"	"2019"	3898
	"Oklahoma"	"40"	"June"	"6"	"2020"	"2020"	3934
	"Oklahoma"	"40"	"June"	"6"	"2021"	"2021"	4172
	"Oklahoma"	"40"	"June"	"6"	"2022"	"2022"	3926
"Total"	"Oklahoma"	"40"	"June"	"6"			28707
	"Oklahoma"	"40"	"July"	"7"	"2016"	"2016"	4477
	"Oklahoma"	"40"	"July"	"7"	"2017"	"2017"	4288
	"Oklahoma"	"40"	"July"	"7"	"2018"	"2018"	4348
	"Oklahoma"	"40"	"July"	"7"	"2019"	"2019"	4344
	"Oklahoma"	"40"	"July"	"7"	"2020"	"2020"	4183
	"Oklahoma"	"40"	"July"	"7"	"2021"	"2021"	4326
	"Oklahoma"	"40"	"July"	"7"	"2022"	"2022"	4275
"Total"	"Oklahoma"	"40"	"July"	"7"			30241
	"Oklahoma"	"40"	"August"	"8"	"2016"	"2016"	4806
	"Oklahoma"	"40"	"August"	"8"	"2017"	"2017"	4644
	"Oklahoma"	"40"	"August"	"8"	"2018"	"2018"	4577
	"Oklahoma"	"40"	"August"	"8"	"2019"	"2019"	4493
	"Oklahoma"	"40"	"August"	"8"	"2020"	"2020"	4205
	"Oklahoma"	"40"	"August"	"8"	"2021"	"2021"	4317
	"Oklahoma"	"40"	"August"	"8"	"2022"	"2022"	4552
"Total"	"Oklahoma"	"40"	"August"	"8"			31594
	"Oklahoma"	"40"	"September"	"9"	"2016"	"2016"	4622
	"Oklahoma"	"40"	"September"	"9"	"2017"	"2017"	4453
	"Oklahoma"	"40"	"September"	"9"	"2018"	"2018"	4237
	"Oklahoma"	"40"	"September"	"9"	"2019"	"2019"	4320
	"Oklahoma"	"40"	"September"	"9"	"2020"	"2020"	4142
	"Oklahoma"	"40"	"September"	"9"	"2021"	"2021"	4245
	"Oklahoma"	"40"	"September"	"9"	"2022"	"2022"	4078
"Total"	"Oklahoma"	"40"	"September"	"9"			30097
	"Oklahoma"	"40"	"October"	"10"	"2016"	"2016"	4357
	"Oklahoma"	"40"	"October"	"10"	"2017"	"2017"	4317
	"Oklahoma"	"40"	"October"	"10"	"2018"	"2018"	4288
	"Oklahoma"	"40"	"October"	"10"	"2019"	"2019"	4294
	"Oklahoma"	"40"	"October"	"10"	"2020"	"2020"	4028
	"Oklahoma"	"40"	"October"	"10"	"2021"	"2021"	4068
	"Oklahoma"	"40"	"October"	"10"	"2022"	"2022"	3950
"Total"	"Oklahoma"	"40"	"October"	"10"			29302
	"Oklahoma"	"40"	"November"	"11"	"2016"	"2016"	4236
	"Oklahoma"	"40"	"November"	"11"	"2017"	"2017"	4081
	"Oklahoma"	"40"	"November"	"11"	"2018"	"2018"	4053
	"Oklahoma"	"40"	"November"	"11"	"2019"	"2019"	3912
	"Oklahoma"	"40"	"November"	"11"	"2020"	"2020"	3772
	"Oklahoma"	"40"	"November"	"11"	"2021"	"2021"	3994
	"Oklahoma"	"40"	"November"	"11"	"2022"	"2022"	4142
"Total"	"Oklahoma"	"40"	"November"	"11"			28190
	"Oklahoma"	"40"	"December"	"12"	"2016"	"2016"	4320
	"Oklahoma"	"40"	"December"	"12"	"2017"	"2017"	4113
	"Oklahoma"	"40"	"December"	"12"	"2018"	"2018"	4060
	"Oklahoma"	"40"	"December"	"12"	"2019"	"2019"	4173
	"Oklahoma"	"40"	"December"	"12"	"2020"	"2020"	3922
	"Oklahoma"	"40"	"December"	"12"	"2021"	"2021"	4219
	"Oklahoma"	"40"	"December"	"12"	"2022"	"2022"	4278
"Total"	"Oklahoma"	"40"	"December"	"12"			29085
